PublicationYear,PublicationClone,PublicationTarget,PublicationCitation,PublicationPubmed
"2008","L24/18","IP3 receptor type 1","Zhao, G., et al. 2008. Am J Physiol Cell Physiol. 295:C1376-84.","18799650"
"2008","K69/3, K74/71","Nav1.2, Nav1.1","Zhao, P., et al. 2008. Pain. 139:90-105.","18442883"
"2008","N4/15","Pink1","Zhou, C., et al. 2008. Proc Natl Acad Sci U S A. 105:12022-7.","18687899"
"2009","K55/7, K60/73, K66/38","KChIP1, KChIP2, KChIP3","Alexander, J.C., et al. 2009. Learn Mem. 16:167-77.","19223600"
"2009","N70/28","HCN1","Arimitsu, T., et al. 2009. Biochem Biophys Res Commun. 387:87-91.","19563776"
"2009","K57/1","Kv4.2","Aronica, E., et al. 2009. Neurobiol Dis. 36:81-95.","19596445"
"2009","N37A/10","Kv7.1/KCNQ1","Bajwa, P.J., et al. 2009. Am J Physiol Gastrointest Liver Physiol. 297:G82-9.","19443733"
"2009","K28/43","PSD-95","Banerjee, S., et al. 2009. Neuron. 64:871-84.","20064393"
"2009","N38/8","Cav1.3","Bernstein, S.L., et al. 2009. BMC Neurosci. 10:121.","19778450"
"2009","N1/12","KCC2","Bragin, D.E., et al. 2009. Eur J Neurosci. 30:611-24.","19674083"
"2009","K13/31, K14/16, K20/78","Kv1.4, Kv1.2, Kv1.1","Cartwright, T.A., et al. 2009. Biosci Rep. 29:301-13.","18937645"
"2009","N18/30, N19/2","Chapsyn-110, SAP102","Chaudhury, A., et al. 2009. Am J Physiol Gastrointest Liver Physiol. 297:G806-13","19679819"
"2009","N3/26","Slo2.2/Slack","Chen, H., et al. 2009. J Neurosci. 29:5654-65.","19403831"
"2009","K28/43","PSD-95","Cho, J., et al. 2009. J Neuroimmunol. 207:92-100.","19167097"
"2009","K28/43","PSD-95","Datwani, A., et al. 2009. Neuron. 64:463-70.","19945389"
"2009","N76/8","Ataxin-1, 11NQ","de Chiara, C., et al. 2009. PLoS One. 4:e8372.","20037628"
"2009","N56/21","FGF14/FHF4","Diwakar, S., et al. 2009. J Neurophysiol. 101:519-32.","19073816"
"2009","K14/16, K65/35","Kv1.2, CASPR/Neurexin IV","Dours-Zimmermann, M.T., et al. 2009. J Neurosci. 29:7731-42.","19535585"
"2009","N68/6","Nav1.7","Ernst, S.J., et al. 2009. Endocrinology. 150:1132-9.","18988673"
"2009","K75/41, K89/34","Kv4.3, Kv2.1","Eyre, M.D., et al. 2009. Eur J Neurosci. 29:1397-407.","19344330"
"2009","K28/43, N19/2","PSD-95, SAP102","Fan, J., et al. 2009. J Neurosci. 29:10928-38.","19726651"
"2009","L21/32","GluA2/GluR2","Fumagalli, F., et al. 2009. J Neurochem. 109:1733-44.","19383086"
"2009","L21/32, N59/20, N59/36","GluA2/GluR2, GluN2B/NR2B","Gardoni, F., et al. 2009. J Neurosci. 29:669-77.","19158293"
"2009","N159/5","Pan-Gamma-protocadherin-Constant","Garrett, A.M., et al. 2009. J Neurosci. 29:11723-31.","19776259"
"2009","N19/2","SAP102","Garside, M.L., et al. 2009. Neuroscience. 162:383-95.","19406213"
"2009","K28/43, L20/8, L21/32, N59/20","PSD-95, PICK1, GluA2/GluR2, GluN2B/NR2B","Ghasemzadeh, M.B., et al. 2009. Neuroscience. 159:414-26.","19105975"
"2009","K28/43, L20/8, L21/32, N59/20","PSD-95, PICK1, GluA2/GluR2, GluN2B/NR2B","Ghasemzadeh, M.B., et al. 2009. Pharmacol Biochem Behav. 92:383-92.","19135470"
"2009","K28/43","PSD-95","Ghasemzadeh, M.B., et al. 2009. Neurosci Lett. 452:167-71.","19118598"
"2009","K28/43, L20/8","PSD-95, PICK1","Ghasemzadeh, M.B., et al. 2009. Brain Res. 1267:89-102.","19368820"
"2009","K20/78","Kv1.1","Glaudemans, B., et al. 2009. J Clin Invest. 119:936-42.","19307729"
"2009","K28/43","PSD-95","Gobeske, K.T., et al. 2009. PLoS One. 4:e7506.","19841742"
"2009","review article","review article","Griggs, R.C., et al. 2009. Mol Genet Metab. 96:20-6.","19013090"
"2009","L6/60","Slo1/BKAlpha","Grimm, P.R., et al. 2009. Am J Physiol Renal Physiol. 297:F420-8.","19458125"
"2009","K28/43","PSD-95","Hahn, C.G., et al. 2009. PLoS ONE. 4:e5251.","19370153"
"2009","K57/1","Kv4.2","Harvey, M., et al. 2009. J Neurosci Res. 87:1841-7.","19185023"
"2009","N8B/1, N10/7","Cavbeta2, Cavbeta4","Heneghan, J.F., et al. 2009. J Gen Physiol. 134:369-84.","19858357"
"2009","N144/14","6xHis","Hsu, S., et al. 2009. Biochemistry. 48:9891-902.","19754155"
"2009","N16B/8","Kv3.1b","Hurlock, E.C., et al. 2009. J Neurosci. 29:15735-44.","20016089"
"2009","L24/18","IP3 receptor type 1","Ingram, E.A., et al. 2009. Epilepsia. 50:56-64.","18616558"
"2009","K67/25","CASPR2","Ishii, A., et al. 2009. Proc Natl Acad Sci U S A. 106:14605-10.","19706548"
"2009","N18/30","Chapsyn-110","Jeffrey, R.A., et al. 2009. J Neurosci. 29:15613-20.","20016075"
"2009","K28/43","PSD-95","Jeyifous, O., et al. 2009. Nat Neurosci. 12:1011-9.","19620977"
"2009","K60/73, K75/41","KChIP2, Kv4.3","Jiang, M., et al. 2009. J Biol Chem. 284:16452-62.","19372218"
"2009","K91/36","WAVE1","Khodosevich, K., et al. 2009. Front Mol Neurosci. 2:7.","19668709"
"2009","L6/60","Slo1/BKAlpha","Kim, E.Y., et al. 2009. Mol Pharmacol. 75:466-77.","19052171"
"2009","L6/60","Slo1/BKAlpha","Kim, E.Y., et al. 2009. Am J Physiol Cell Physiol. 297:C1379-88.","19794150"
"2009","K28/43, K56A/50, K57/1, L21/32, N10/7, N26A/23, N39B/8","PSD-95, Cask, Kv4.2, GluA2/GluR2, Cavbeta4, Kv7.2/KCNQ2, GIT1","Klemmer, P., et al. 2009. J Proteomics. 72:82-90.","19022416"
"2009","L20/8","PICK 1","Labrie, V., et al. 2009. Hum Mol Genet. 18:3227-43.","19483194"
"2009","N103/39","Aldh1L1","Lee, J., et al. 2009. Brain Res. 1288:125-34.","19595677"
"2009","K57/1","Kv4.2","Lewis, T.L., Jr., et al. 2009. Nat Neurosci. 12:568-76.","19377470"
"2009","N28/9","VGlut1","Linhoff, M.W., et al. 2009. Neuron. 61:734-49.","19285470"
"2009","N59/20","GluN2B/NR2B","Longordo, F., et al. 2009. J Neurosci. 29:9026-41.","19605640"
"2009","K14/16, K69/3, L11A/41","Kv1.2, Nav1.2, Pan-Neurofascin","Lonigro, A. and Deveaux,  J.J. 2009. Brain. 132:260-73.","18953054"
"2009","N86/8","GFP","Lu, Q., et al. 2009. Neuroscience. 163:662-8.","19589372"
"2009","K89/34","Kv2.1","Mankouri, J., et al. 2009. Proc Natl Acad Sci U S A. 106:15903-8.","19717445"
"2009","N2/16","Slo3","Martinez-Lopez, P., et al. 2009. Biochem Biophys Res Commun. 381:204-9.","19338774"
"2009","K28/43","PSD-95","Medvedeva, Y.V., et al. 2009. Neuroscience. 159:559-69.","19162133"
"2009","K55/7","KChIP1","Mikula, S., et al. 2009. J Comp Neurol. 514:507-17.","19350670"
"2009","N39B/8","GIT1","Morimura, S., et al. 2009. Biochem Biophys Res Commun. 382:614-9.","19303398"
"2009","K89/34","Kv2.1","Mulholland, P.J., et al. 2009. Alcohol. 43:45-50.","19185209"
"2009","K28/43, K28/86","PSD-95, Pan-MAGUK","Neff, R.A., 3rd, et al. 2009. J Neurosci. 29:15770-9.","20016093"
"2009","K65/35, K69/3, K74/71, K87A/10","CASPR/Neurexin IV, Nav1.2, Nav1.1, Nav1.6","O'Malley, H.A., et al. 2009. Mol Cell Neurosci. 40:143-55.","19013247"
"2009","L21/32","GluA2/GluR2","Oberlander, J.G., et al. 2009. Eur J Neurosci. 29:146-60.","19120442"
"2009","K14/16, K65/35, L11A/41, K51/1","Kv1.2, CASPR/Neurexin IV, Pan-Neurofascin, SH3GL1","Ogawa, Y., et al. 2009. J Neurosci Res. 87:3502-10.","19156860"
"2009","K28/43","PSD-95","Panzanelli, P., et al. 2009. J Neurosci. 29:15039-52.","19955355"
"2009","N71/37","HCN2","Peters, C.J., et al. 2009. J Mol Cell Cardiol. 46:636-43.","19336273"
"2009","K28/43","PSD-95","Petersen-Jones, S.M., et al. 2009. Mol Vis. 15:1835-42.","19756181"
"2009","K57/1, K75/41","Kv4.2, Kv4.3","Phuket, T.R., et al. 2009. Front Mol Neurosci. 2:3.","19668710"
"2009","K65/35","CASPR/Neurexin IV","Prolo, L.M., et al. 2009. J Neurosci. 29:15355-65.","20007460"
"2009","K57/1","Kv4.2","Qu, J., et al. 2009. Neurosci Lett. 464:209-13.","19703524"
"2009","N67/15","TrpC5","Riccio, A., et al. 2009. Cell. 137:761-72.","19450521"
"2009","L6/60","Slo1/BKAlpha","Ridgway, L.D., et al. 2009. Am J Physiol Cell Physiol. 297:C55-65.","19403801"
"2009","K28/43","PSD-95","Sakurai, K., et al. 2009. Dev Neurobiol. 69:811-24.","19672956"
"2009","L6/60","Slo1/BKAlpha","Schweizer, F.E., et al. 2009. J Comp Neurol. 517:134-145.","19731297"
"2009","N23B/49","pan-Shank","Sebeo, J., et al. 2009. J Neurosci. 29:9778-93.","19657031"
"2009","K55/82, K57/1","Pan-KChIP, Kv4.2","Seikel, E., et al. 2009. Biochemistry. 48:5721-30.","19441798"
"2009","K87A/10, N56/21","Nav1.6, FGF14/FHF4","Shakkottai, V.G., et al. 2009. Neurobiol Dis. 33:81-8.","18930825"
"2009","K65/35, K87A/10","CASPR/Neurexin IV, Nav1.6","Sharkey, L.M., et al. 2009. J Neurosci. 29:2733-41.","19261867"
"2009","N75/3","mGluR1/5","Smalla, K.H., et al. 2009. Neurochem Res. 34:1405-9.","19224364"
"2009","L6/60","Slo1/BKAlpha","Sokolowski, B., et al. 2009. Biochem Biophys Res Commun. 387:671-5.","19619511"
"2009","N7/18, N10/7","Cavbeta1, Cavbeta4","Subramanyam, P., et al. 2009. Channels (Austin). 3:1-13.","19755859"
"2009","L24/18","IP3 receptor type 1","Tang, T.S., et al. 2009. J Neurosci. 29:1257-66.","19193873"
"2009","K14/16, K65/35, K73/20","Kv1.2,CASPR/Neurexin IV, Contactin","Teigler, A., et al. 2009. Hum Mol Genet. 18:1897-908.","19270340"
"2009","L57/46","Cav1.2 + Cav1.3","Thomsen, M.B., et al. 2009. Circ Res. 104:1382-9.","19461043"
"2009","K7/45, K14/16, K74/71","Kv1.5, Kv1.2, Nav1.1","Tobin, A.A., et al. 2009. Am J Physiol Heart Circ Physiol. 297:H293-303.","19411284"
"2009","N10/7","Cavbeta4","van Gemert, N.G., et al. 2009. Endocrinology. 150:4615-24.","19589863"
"2009","K28/43, N28/9","PSD-95, VGlut1","Varela-Nallar, L., et al. 2009. Neural Dev. 4:41.","19883499"
"2009","N2/16","Slo3","Wang, H., et al. 2009. Biol Reprod. 81:539-44.","19516020"
"2009","N86/8","GFP","Xin, X., et al. 2009. BMC Neurosci. 10:61.","19534784"
"2009","L6/60, N2/16","Slo1/BKAlpha, Slo3","Yang, C.T., et al. 2009. PLoS ONE. 4:e6135.","19578543"
"2009","N71/37","HCN2","Ye, B. and Nerbonne, J.M. 2009. J Biol Chem. 284:25553-9.","19574228"
"2009","N29/29","VGlut2","Zhou, H.Y., et al. 2009. J Neurochem. 108:305-18.","19012737"
"2009","K28/43, N46/30","PSD-95, ADAM22","Zhou, Y.D., et al. 2009. Nat Med. 15:1208-14.","19701204"
"2009","K89/34","Kv2.1","Aras, M.A., et al. 2009. Eur J Neurosci. 30:2250-7.","20092568"
"2009","K28/43","PSD-95","Armstrong, C.L., et al. 2009. J Comp Neurol. 517:524-38.","19795496"
"2009","K28/43","PSD-95","Fattorini, G., et al. 2009. J Neurochem. 110:1538-46.","19627441"
"2009","N81/37","GABA(B)R2","Fernandez-Alacid, L., et al. 2009. J Neurochem. 110:1363-76.","19558451"
"2009","N16B/8","Kv3.1","Hardman, R.M., et al. 2009. J Physiol. 587:2487-97.","19359372"
"2009","K28/43","PSD-95","Hoy, J.L., et al. 2009. Mol Cell Neurosci. 42:466-83.","19796685"
"2009","K57/1","Kv4.2","Marionneau, C., et al. 2009. Channels (Austin). 3:284-94.","19713751"
"2009","K65/35, K69/3, K87A/10","CASPR/Neurexin IV, Nv1.2, Nav1.6","Crawford, D.K., et al. 2009. Neuroscience. 164:1407-21.","19800949"
"2009","L48A/9, L57/46","Cav1.3, Cav1.2 + Cav1.3","Hettiarachchi, N.T., et al. 2009. J Neurochem. 111:1192-201.","19860837"
"2009","K28/43","PSD-95","Linke, B., et al. 2009. J Proteome Res. 8:4851-9.","19697962"
"2009","K28/43","PSD-95","Medrihan, L., et al. 2009. J Physiol. 587:5095-106.","19723784"
"2009","K60/73","KChIP2","Soltysinska, E., et al. 2009. Pflugers Arch. 459:11-23.","19768467"
"2009","K69/3","Nav1.2","Thomas, E.A., et al. 2009. Ann Neurol. 66:219-26.","19743470"
"2009","K20/78","Kv1.1","Toyoshima, M., et al. 2009. Dev Biol. 336:192-200.","19818338"
"2009","K69/3, K74/71","Nav1.2, Nav1.1","von Reyn, C.R., et al. 2009. J Neurosci. 29:10350-6.","19692609"
"2009","N86/8, N86/38","GFP","Wang, S.J., et al. 2009. J Neurosci Res. 87:3428-37.","19598249"
"2009","N138/6","LRRK2/Dardarin, N-terminus","Andres-Mateos, E., etal. 2009. J Neurosci. 29:15846-50","20016100"
"2009","N87/25","GABA(A)R, Beta3","Arancibia-Cárcamo, I.L., et al. 2009. Proc Natl Acad Sci U S A. 106:17552-7.","19815531"
"2009","K65/35, K14/16","CASPR/Neurexin IV, Kv1.2","Arnaud, E., et al. 2009. Proc Natl Acad Sci U S A. 106:17528-33.","19805030"
"2009","K39/25","Kv2.1","Bocksteins, E., et al. 2009. J Biol Chem. 284:31625-34.","19717558"
"2009","L6/60, L24/18","Slo1/BKAlpha, IP3 receptor type 1","Kaufmann, W.A., et al. 2009. J Comp Neurol. 515:215-30.","19412945"
"2009","K87A/10","Nav1.6","Desai, M., et al. 2009. Glia. 57:54-65.","18661556"
"2009","K89/34, L51/82","MMP9, Kv2.1 K+ channel","Aras et al. Journal of neurochemistry","19453299"
"2009","K28/43","PSD-95","Neff et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","20016093"
"2009","","","Gourh et al. Annals of the rheumatic diseases","19778912"
"2009","","","Agarwal et al. The Journal of rheumatology","19918037"
"2009","K57/1","Kv4.2","Qu et al. Neuroscience letters","19703524"
"2009","K60/73","Navbeta2 Na+ channel, KChIP2b K+ channel","Soltysinska et al. Pflugers Archiv : European journal of physiology","19768467"
"2009","L57/46, L48A/9, N7/18, N8B/1, N10/7","Cav1.2 + Cav1.3, Cav1.3, Cavbeta1, Cavbeta2, Cavbeta4","Abiria et al. Journal of neurochemistry","19840220"
"2009","L24/18, L6/60","Slo1/BKAlpha maxi-K+ channel, type 1, IP3 receptor","Kaufmann et al. The Journal of comparative neurology","19412945"
"2009","K55/82, K89/34","Pan-KChIP, Kv2.1","Tozakidou et al. Journal of molecular and cellular cardiology","19744491"
"2009","K87A/10, K65/35","CASPR/Neurexin IV, Nav1.6 Na+ channel","Sharkey et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19261867"
"2009","L6/60","Slo1/BKAlpha maxi-K+ channel","Schweizer et al. The Journal of comparative neurology","19731297"
"2009","K69/3, K74/71","Nav1.2, Nav1.1","von Reyn et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19692609"
"2009","K7/45, K14/16, K74/71","Kv1.5, Kv1.2, Nav1.1","Tobin et al. American journal of physiology. Heart and circulatory physiology","19411284"
"2009","K28/43, N16B/8","PSD-95, Kv3.1b K+ channel","Steinert et al. The Journal of physiology","20008465"
"2009","N1/12","KCC2","Bragin et al. The European journal of neuroscience","19674083"
"2009","L51/82","MMP9","Mulholland et al. Alcohol (Fayetteville, N.Y.)","19185209"
"2009","L51/82","MMP9","Phuket et al. Frontiers in molecular neuroscience","19668710"
"2009","N70/28","HCN1","Arimitsu et al. Biochemical and biophysical research communications","19563776"
"2009","K91/36","WAVE1","Khodosevich et al. Frontiers in molecular neuroscience","19668709"
"2009","N57/2","ADAM22 (extracellular)","Zhou et al. Nature medicine","19701204"
"2009","K14/16, K65/35","Kv1.2 K+ channel, CASPR/Neurexin IV","Dours-Zimmermann et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19535585"
"2009","K28/43","PSD-95","Panzanelli et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19955355"
"2009","L24/18","type 1, IP3 receptor","Tang et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19193873"
"2009","K89/34","Kv2.1","Mankouri et al. Proceedings of the National Academy of Sciences of the United States of America","19717445"
"2009","N86/38","GFP","Ivanova et al. Neuroscience","19837136"
"2009","N86/8","GFP","Lu et al. Neuroscience","19589372"
"2009","K69/3","Nav1.2 Na+ channel","Thomas et al. Annals of neurology","19743470"
"2009","N75/3","mGluR1/5","Smalla et al. Neurochemical research","19224364"
"2009","L21/32, N59/20, N59/36","GluA2/GluR2, GluN2B/NR2B","Gardoni et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19158293"
"2009","L121/42, K65/35","nNOS/NOS1, CASPR/Neurexin IV","Prolo et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","20007460"
"2009","N16B/8","Kv3.1","Hardman et al. The Journal of physiology","19359372"
"2009","K28/43","PSD-95","Cho et al. Journal of neuroimmunology","19167097"
"2009","N76/8","Ataxin-1, 11NQ","de Chiara et al. PloS one","20037628"
"2009","L36/12","CNGA1 + CNGA3","Khan et al. Neuroscience","19778592"
"2009","L57/46","Cav1.2 + Cav1.3","Thomsen et al. Circulation research","19461043"
"2009","N38/8","Cav1.3 Ca2+ channel","Bernstein et al. BMC neuroscience","19778450"
"2009","K60/73","KChIP2","Calloe et al. Journal of molecular and cellular cardiology","19632239"
"2009","N144/14","6xHis","Hsu et al. Biochemistry","19754155"
"2009","N43/6","Kv7.4/KCNQ4","Iannotti et al. The Journal of pharmacology and experimental therapeutics","20040580"
"2009","N71/37","HCN2","Ye et al. The Journal of biological chemistry","19574228"
"2009","N29/29, N28/9","VGlut1, VGlut2","Su et al. The Journal of comparative neurology","19937713"
"2009","N86/8","GFP","Xin et al. BMC neuroscience","19534784"
"2009","N37/10","Kv7.1/KCNQ1","Harmer et al. American journal of physiology. Cell physiology","19907016"
"2009","N71/37","HCN2","Peters et al. Journal of molecular and cellular cardiology","19336273"
"2009","","TRIP8b (exon 4)","DeNiro et al. Molecular pharmacology","20008515"
"2009","N59/20","GluN2B/NR2B glutamate receptor","Longordo et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19605640"
"2009","K57/1","Kv4.2","Mulholland et al. Neuroscience","19850106"
"2009","K14/16, K65/35","Kv1.2 K+ channel, CASPR/Neurexin IV","Teigler et al. Human molecular genetics","19270340"
"2009","L6/60","Slo1/BKAlpha","Grimm et al. American journal of physiology. Renal physiology","19458125"
"2009","L6/60","Slo1/BKAlpha","Ridgway et al. American journal of physiology. Cell physiology","19403801"
"2009","N37A/10","Kv7.1/KCNQ1","Bajwa et al. American journal of physiology. Gastrointestinal and liver physiology","19443733"
"2009","K28/43","PSD-95","Mancuso et al. Journal of neurochemistry","19912469"
"2009","K57/1","Kv4.2","Haberman et al. Neurobiology of aging","19913943"
"2009","K20/78","Kv1.1","van der Wijst et al. The Journal of biological chemistry","19903818"
"2009","N86/8, N86/38","GFP","Wang et al. Journal of neuroscience research","19598249"
"2009","","ANO3/TMEM16C","Wagner et al. Pflugers Archiv : European journal of physiology","19953263"
"2009","N3/26","Slo2.2/Slack","Chen et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","19403831"
"2009","N2/16","Slo3","Martinez-Lopez et al. Biochemical and biophysical research communications","19338774"
"2009","K55/7","KChIP1 K+ channel","Mikula et al. The Journal of comparative neurology","19350670"
"2009","L6/60","SAPAP1, Slo1/BKAlpha maxi-K+ channel","Kim et al. American journal of physiology. Cell physiology","19794150"
"2009","N10/7","Cavbeta4","van Gemert et al. Endocrinology","19589863"
"2009","","VAChT","Varela-Nallar et al. Neural development","19883499"
"2009","K28/43","PSD-95","Jeyifous et al. Nature neuroscience","19620977"
"2009","L21/32, N149/25","GluA2/GluR2 glutamate receptor, Olig1","Oberlander et al. The European journal of neuroscience","19120442"
"2009","K14/16, K65/35, L11A/41, K51/1","Kv1.2, CASPR/Neurexin IV, Pan-Neurofascin, SH3GL1","Ogawa et al. Journal of neuroscience research","19156860"
"2009","K28/43","PSD-95","Stein et al. Journal of neurochemistry","19968761"
"2009","N18/30, N19/2","PSD-93/Chapsyn-110, SAP102","Chaudhury et al. American journal of physiology. Gastrointestinal and liver physiology","19679819"
